Date,Latitude (°N),Longitude (°E),Grid Latitude (°N),Grid Longitude (°E),Raw Latitude (°N),Raw Longitude (°E),Platform,Cycle,Min Depth (m),Max Depth (m),Observed Depths Count
2024-07-19,13.25,87.0,13.25,87.0,13.2565,86.952,2903434,11,1.0,1982.3,15
2024-07-30,13.75,87.5,13.75,87.5,13.7785,87.4301,2903434,12,1.0,1986.5,15
2024-08-09,13.5,88.0,13.5,88.0,13.5102,87.9061,2903434,13,1.0,1984.2,15
2024-08-19,12.75,87.75,12.75,87.75,12.8237,87.6805,2903434,14,1.0,1990.3,15
2024-08-29,12.5,87.0,12.5,87.0,12.4497,86.9656,2903434,15,1.1,1982.3,15
2024-09-09,12.0,86.5,12.0,86.5,12.1187,86.5421,2903434,16,0.4,1982.6,15
2024-09-19,11.5,86.25,11.5,86.25,11.5854,86.2186,2903434,17,1.0,1982.7,15
2024-09-29,11.25,86.0,11.25,86.0,11.1654,85.9093,2903434,18,1.0,1990.3,15
2024-10-10,11.25,85.75,11.25,85.75,11.1262,85.675,2903434,19,1.0,1982.5,15
2024-10-20,11.25,85.75,11.25,85.75,11.3012,85.7238,2903434,20,1.0,1990.3,15
2024-10-30,11.5,86.0,11.5,86.0,11.4032,86.0134,2903434,21,1.0,1982.5,15
2024-11-09,11.25,86.5,11.25,86.5,11.2057,86.4085,2903434,22,1.0,1992.5,15
2024-11-20,10.75,86.75,10.75,86.75,10.7728,86.6905,2903434,23,1.1,1990.6,15
2024-11-30,11.0,87.0,11.0,87.0,11.0563,87.1133,2903434,24,1.0,1984.2,15
2024-12-10,11.75,87.25,11.75,87.25,11.6572,87.182,2903434,25,1.0,1992.4,15
2024-12-20,12.0,87.25,12.0,87.25,12.1126,87.3402,2903434,26,1.0,1986.3,15
2024-12-31,12.25,87.5,12.25,87.5,12.2866,87.5623,2903434,27,1.0,1984.4,15
2024-01-09,13.0,90.0,13.0,90.0,13.0667,89.9833,2903891,12,0.8,1991.8,15
2024-01-19,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,13,0.4,1965.7,15
2024-01-29,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,14,0.3,1983.8,15
2024-02-08,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,15,0.1,1970.1,15
2024-02-18,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,16,0.4,2004.9,15
2024-02-28,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,17,0.3,1957.8,15
2024-03-09,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,18,0.1,1983.6,15
2024-03-19,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,19,0.4,1979.9,15
2024-03-29,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,20,0.2,1981.4,15
2024-04-08,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,21,0.1,1992.6,15
2024-04-18,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,22,0.1,1981.0,15
2024-04-28,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,23,0.2,1957.7,15
2024-05-08,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,24,0.4,1959.5,15
2024-05-18,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,25,0.1,1959.0,15
2024-05-28,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,26,0.2,1995.2,15
2024-06-07,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,27,0.2,1990.8,15
2024-06-17,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,28,0.3,2004.8,15
2024-06-27,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,29,0.0,2005.8,15
2024-07-07,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,30,0.2,1940.3,15
2024-07-17,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,31,0.2,1988.4,15
2024-07-27,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,32,0.2,2015.2,15
2024-08-06,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,33,0.4,1987.9,15
2024-08-16,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,34,0.2,2013.6,15
2024-08-26,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,35,0.3,1990.3,15
2024-09-05,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,36,0.2,1963.3,15
2024-09-25,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,38,0.4,1957.7,15
2024-10-05,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,39,0.1,1987.1,15
2024-10-15,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,40,0.3,1981.3,15
2024-10-25,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,41,0.1,1957.5,15
2024-11-04,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,42,0.1,1942.9,15
2024-11-14,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,43,0.4,1980.3,15
2024-11-24,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,44,0.1,1983.0,15
2024-12-04,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,45,0.4,1959.6,15
2024-12-14,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,46,0.4,1942.3,15
2024-12-24,13.0,89.75,13.0,89.75,12.9333,89.8167,2903891,47,0.2,1945.7,15
2024-01-01,7.75,88.25,7.75,88.25,7.8,88.2833,2903892,11,0.4,1961.3,15
2024-01-11,7.75,88.0,7.75,88.0,7.85,88.05,2903892,12,0.0,2006.2,15
2024-01-21,7.75,87.75,7.75,87.75,7.7333,87.7667,2903892,13,0.1,1987.4,15
2024-01-31,7.5,87.5,7.5,87.5,7.5833,87.4167,2903892,14,0.1,2010.2,15
2024-02-10,7.5,87.0,7.5,87.0,7.55,86.9833,2903892,15,0.2,1967.3,15
2024-02-20,7.75,86.25,7.75,86.25,7.6667,86.2667,2903892,16,0.2,1990.1,15
2024-03-01,8.0,85.5,8.0,85.5,7.9667,85.4333,2903892,17,0.2,1980.5,15
2024-03-11,8.25,85.0,8.25,85.0,8.1833,84.9333,2903892,18,0.2,2012.4,15
2024-03-21,8.0,85.0,8.0,85.0,7.9833,84.9,2903892,19,0.2,1942.9,15
2024-03-31,7.5,84.75,7.5,84.75,7.5167,84.8333,2903892,20,0.1,1937.7,15
2024-04-10,7.25,84.75,7.25,84.75,7.3167,84.65,2903892,21,0.3,1990.5,15
2024-04-20,7.0,84.5,7.0,84.5,7.1167,84.4333,2903892,22,2.8,1959.5,15
2024-04-30,7.0,84.25,7.0,84.25,6.9,84.1667,2903892,23,0.1,1985.9,15
2024-05-10,6.75,83.75,6.75,83.75,6.7667,83.8167,2903892,24,0.2,1987.7,15
2024-05-20,6.75,83.5,6.75,83.5,6.7667,83.4333,2903892,25,0.2,1987.4,15
2024-05-30,6.75,83.0,6.75,83.0,6.85,83.0167,2903892,26,0.2,1990.0,15
2024-06-09,7.0,82.5,7.0,82.5,7.0333,82.6167,2903892,27,0.1,1981.7,15
2024-06-19,7.5,82.25,7.5,82.25,7.6167,82.2667,2903892,28,0.4,1943.1,15
2024-06-29,9.0,81.25,9.0,81.25,9.0833,81.3333,2903892,29,0.1,1982.3,15
2024-07-09,11.0,81.75,11.0,81.75,10.95,81.7833,2903892,30,0.2,1964.0,15
2024-07-19,11.75,83.25,11.75,83.25,11.8167,83.3167,2903892,31,0.1,1968.5,15
2024-07-29,12.75,82.75,12.75,82.75,12.65,82.6667,2903892,32,0.4,1967.3,15
2024-08-08,12.75,83.0,12.75,83.0,12.7667,83.0,2903892,33,0.3,1967.1,15
2024-08-18,12.5,83.25,12.5,83.25,12.5167,83.2333,2903892,34,0.2,1983.7,15
2024-08-28,12.5,83.25,12.5,83.25,12.45,83.2833,2903892,35,0.2,1961.6,15
2024-09-07,13.0,83.25,13.0,83.25,12.9833,83.2333,2903892,36,0.2,1984.8,15
2024-09-27,13.0,84.0,13.0,84.0,13.1,84.05,2903892,38,0.3,1979.9,15
2024-10-07,12.25,84.0,12.25,84.0,12.25,83.9,2903892,39,0.2,1987.8,15
2024-10-17,11.5,83.25,11.5,83.25,11.5667,83.35,2903892,40,0.4,2013.1,15
2024-10-27,11.25,82.75,11.25,82.75,11.25,82.7333,2903892,41,0.3,1966.1,15
2024-11-06,11.0,82.0,11.0,82.0,11.1,82.0833,2903892,42,0.2,1961.9,15
2024-11-16,11.0,81.75,11.0,81.75,10.95,81.8167,2903892,43,0.2,1960.3,15
2024-11-26,10.75,82.0,10.75,82.0,10.65,81.9833,2903892,44,0.3,1988.0,15
2024-12-06,11.0,82.0,11.0,82.0,11.05,82.0667,2903892,45,0.1,1989.9,15
2024-12-16,11.5,82.5,11.5,82.5,11.5833,82.45,2903892,46,0.3,1990.8,15
2024-12-26,12.25,82.5,12.25,82.5,12.2833,82.55,2903892,47,0.3,2006.5,15
2024-01-07,14.5,86.75,14.5,86.75,14.45,86.6333,4903775,12,0.2,1994.3,15
2024-01-17,14.25,86.5,14.25,86.5,14.2167,86.4333,4903775,13,0.4,1987.0,15
2024-01-27,14.0,86.0,14.0,86.0,13.8833,86.1,4903775,14,0.3,1979.9,15
2024-02-06,13.5,85.75,13.5,85.75,13.5167,85.8333,4903775,15,0.2,1984.0,15
2024-02-16,13.25,85.75,13.25,85.75,13.25,85.7,4903775,16,0.2,1983.2,15
2024-02-26,13.25,85.75,13.25,85.75,13.2,85.6333,4903775,17,0.1,1964.9,15
2024-03-07,13.25,85.5,13.25,85.5,13.2,85.55,4903775,18,0.2,2011.1,15
2024-03-17,13.25,85.5,13.25,85.5,13.2333,85.5167,4903775,19,0.4,1988.6,15
2024-03-27,13.25,85.75,13.25,85.75,13.15,85.6667,4903775,20,0.3,1991.6,15
2024-04-06,13.25,85.75,13.25,85.75,13.2,85.8,4903775,21,0.1,1994.2,15
2024-04-16,13.5,86.0,13.5,86.0,13.5167,85.9667,4903775,22,0.2,1982.5,15
2024-04-26,13.75,86.25,13.75,86.25,13.8167,86.2167,4903775,23,0.4,1991.8,15
2024-05-06,14.0,86.5,14.0,86.5,14.0167,86.4167,4903775,24,0.3,1987.5,15
2024-05-16,14.0,86.75,14.0,86.75,13.9,86.8167,4903775,25,0.2,1966.5,15
2024-05-26,13.5,87.25,13.5,87.25,13.4833,87.25,4903775,26,0.1,2006.2,15
2024-06-05,13.0,87.5,13.0,87.5,13.05,87.5,4903775,27,0.4,1989.9,15
2024-06-15,13.0,87.75,13.0,87.75,13.1167,87.7167,4903775,28,0.2,1990.8,15
2024-06-25,13.75,88.0,13.75,88.0,13.7,87.95,4903775,29,0.4,1991.8,15
2024-07-05,14.0,88.5,14.0,88.5,14.1,88.5667,4903775,30,0.1,2007.1,15
2024-07-15,13.5,89.0,13.5,89.0,13.5,89.0333,4903775,31,0.3,1991.4,15
2024-07-25,12.5,88.5,12.5,88.5,12.5833,88.5833,4903775,32,0.3,1989.0,15
2024-08-04,12.0,87.75,12.0,87.75,12.1167,87.8167,4903775,33,0.3,1987.0,15
2024-08-14,11.75,87.25,11.75,87.25,11.8,87.1667,4903775,34,0.3,1966.2,15
2024-08-24,11.75,87.0,11.75,87.0,11.6667,86.8833,4903775,35,0.1,1990.5,15
2024-09-03,11.5,87.25,11.5,87.25,11.5833,87.2167,4903775,36,0.2,1961.2,15
2024-09-13,11.25,87.75,11.25,87.75,11.3333,87.7,4903775,37,0.3,1968.4,15
2024-09-23,11.5,87.75,11.5,87.75,11.5333,87.8333,4903775,38,0.4,1963.0,15
2024-10-03,11.75,88.25,11.75,88.25,11.7,88.2,4903775,39,0.4,1960.8,15
2024-10-13,12.0,88.5,12.0,88.5,12.0167,88.6167,4903775,40,0.3,1992.3,15
2024-10-23,12.5,88.75,12.5,88.75,12.55,88.7,4903775,41,0.3,1961.3,15
2024-11-02,13.0,88.75,13.0,88.75,12.8833,88.7667,4903775,42,0.8,1981.0,15
2024-11-12,12.75,89.0,12.75,89.0,12.8667,89.0,4903775,43,0.0,1980.5,15
2024-11-22,12.75,89.5,12.75,89.5,12.8,89.5,4903775,44,0.2,1990.5,15
2024-12-02,13.25,89.75,13.25,89.75,13.2,89.85,4903775,45,0.2,1984.2,15
2024-12-12,13.75,89.5,13.75,89.5,13.7,89.6167,4903775,46,0.2,968.9,14
2024-12-22,14.25,89.25,14.25,89.25,14.1333,89.2333,4903775,47,0.3,1961.3,15
2024-01-09,12.0,89.5,12.0,89.5,12.0667,89.45,4903776,12,0.2,1962.4,15
2024-01-19,11.75,89.25,11.75,89.25,11.8,89.1333,4903776,13,0.1,1984.5,15
2024-01-29,11.5,88.75,11.5,88.75,11.4333,88.7667,4903776,14,0.2,1961.0,15
2024-02-08,11.0,88.5,11.0,88.5,11.1167,88.4833,4903776,15,0.2,1987.7,15
2024-02-18,10.75,88.75,10.75,88.75,10.8,88.6333,4903776,16,0.2,1959.5,15
2024-02-28,10.75,89.0,10.75,89.0,10.6833,88.9333,4903776,17,0.1,1990.8,15
2024-03-09,10.75,89.0,10.75,89.0,10.6667,88.95,4903776,18,0.3,1969.0,15
2024-03-19,10.5,88.75,10.5,88.75,10.5333,88.85,4903776,19,0.1,1985.1,15
2024-03-29,10.25,88.75,10.25,88.75,10.35,88.7333,4903776,20,0.3,2011.5,15
2024-04-08,10.25,88.5,10.25,88.5,10.1833,88.5833,4903776,21,0.2,1992.1,15
2024-04-18,10.25,88.5,10.25,88.5,10.1333,88.3833,4903776,22,0.2,1991.9,15
2024-04-28,10.0,88.25,10.0,88.25,10.1167,88.2,4903776,23,0.2,2012.0,15
2024-05-08,10.25,88.0,10.25,88.0,10.1667,88.1,4903776,24,0.2,1983.7,15
2024-05-18,10.25,88.25,10.25,88.25,10.2333,88.1667,4903776,25,0.2,1987.8,15
2024-05-28,10.25,88.25,10.25,88.25,10.35,88.2667,4903776,26,0.3,1989.0,15
2024-06-07,10.5,88.25,10.5,88.25,10.5333,88.3667,4903776,27,0.2,1944.7,15
2024-06-17,10.75,88.5,10.75,88.5,10.8,88.5167,4903776,28,0.2,2005.1,15
2024-06-27,11.0,88.75,11.0,88.75,10.95,88.8,4903776,29,0.2,2004.9,15
2024-07-07,10.75,89.25,10.75,89.25,10.7833,89.25,4903776,30,0.1,1988.0,15
2024-07-17,10.5,89.5,10.5,89.5,10.3833,89.45,4903776,31,0.1,1961.1,15
2024-07-27,10.0,89.25,10.0,89.25,10.0,89.3667,4903776,32,0.2,1967.2,15
2024-08-06,9.75,89.25,9.75,89.25,9.7333,89.1333,4903776,33,0.1,2009.4,15
2024-08-16,9.5,89.0,9.5,89.0,9.5833,88.9333,4903776,34,0.4,1968.0,15
2024-08-26,9.5,89.0,9.5,89.0,9.6,89.0167,4903776,35,0.4,2007.6,15
2024-09-05,9.75,89.75,9.75,89.75,9.7,89.6667,4903776,36,0.1,1961.4,15
2024-09-15,10.5,90.25,10.5,90.25,10.4333,90.3667,4903776,37,0.2,1960.0,15
2024-09-25,10.75,90.75,10.75,90.75,10.7833,90.65,4903776,38,0.4,1985.5,15
2024-10-05,11.0,90.75,11.0,90.75,10.8833,90.7,4903776,39,0.1,2011.6,15
2024-10-15,10.75,90.5,10.75,90.5,10.85,90.55,4903776,40,0.2,1981.7,15
2024-10-25,10.75,90.25,10.75,90.25,10.75,90.3667,4903776,41,0.4,2009.9,15
2024-11-04,10.5,90.0,10.5,90.0,10.5667,90.1167,4903776,42,2.9,1986.0,15
2024-11-14,10.5,89.75,10.5,89.75,10.5833,89.75,4903776,43,0.3,1964.1,15
2024-11-24,10.75,89.5,10.75,89.5,10.8333,89.4833,4903776,44,0.2,1968.5,15
2024-12-04,10.75,89.5,10.75,89.5,10.8667,89.4333,4903776,45,0.3,1991.8,15
2024-12-14,10.75,89.5,10.75,89.5,10.8,89.4833,4903776,46,0.3,1969.7,15
2024-12-24,10.25,89.25,10.25,89.25,10.2833,89.35,4903776,47,0.3,1957.2,15
2024-10-20,6.25,90.75,6.25,90.75,6.244,90.684,4903793,1,8.9,1032.5,13
2024-10-22,6.25,90.75,6.25,90.75,6.2972,90.7428,4903793,1,3.3,1966.0,15
2024-11-01,6.25,91.0,6.25,91.0,6.1568,91.0312,4903793,2,3.1,1990.4,15
2024-11-10,5.75,91.0,5.75,91.0,5.8486,91.0577,4903793,3,3.0,1981.4,15
2024-11-20,6.0,90.75,6.0,90.75,6.0691,90.6464,4903793,4,2.8,1798.1,15
2024-11-30,6.75,90.25,6.75,90.25,6.6573,90.2034,4903793,5,2.9,1941.8,15
2024-12-10,7.0,90.25,7.0,90.25,7.0528,90.2895,4903793,6,3.1,1957.9,15
2024-12-19,7.0,91.0,7.0,91.0,6.9863,90.8989,4903793,7,2.9,1998.4,15
2024-12-29,6.75,91.0,6.75,91.0,6.8243,91.0708,4903793,8,3.5,2040.0,15
2024-10-21,6.0,88.25,6.0,88.25,6.1221,88.2472,4903794,1,8.8,1031.8,13
2024-10-23,6.0,88.25,6.0,88.25,6.1153,88.2695,4903794,1,2.8,1950.9,15
2024-11-02,6.5,88.75,6.5,88.75,6.5725,88.8449,4903794,2,2.9,1992.2,15
2024-11-11,7.25,89.25,7.25,89.25,7.1395,89.2824,4903794,3,3.2,1955.1,15
2024-11-21,7.25,89.25,7.25,89.25,7.2788,89.2317,4903794,4,3.0,1960.6,15
2024-12-01,7.25,89.0,7.25,89.0,7.1299,88.9115,4903794,5,3.2,2000.6,15
2024-12-11,7.0,88.5,7.0,88.5,6.9718,88.5031,4903794,6,2.9,1971.2,15
2024-12-20,7.0,88.25,7.0,88.25,6.897,88.1474,4903794,7,2.8,1967.5,15
2024-12-30,7.0,88.0,7.0,88.0,6.9783,87.9561,4903794,8,2.8,1985.9,15
2024-01-06,11.25,83.75,11.25,83.75,11.2667,83.7167,5907082,12,0.1,1965.7,15
2024-01-16,11.5,84.0,11.5,84.0,11.5833,84.0333,5907082,13,0.1,1965.6,15
2024-01-26,12.0,84.0,12.0,84.0,12.0167,84.0167,5907082,14,0.4,1990.2,15
2024-02-05,12.5,84.0,12.5,84.0,12.45,84.0,5907082,15,0.2,1958.1,15
2024-02-15,12.75,83.5,12.75,83.5,12.7,83.5167,5907082,16,0.2,2009.3,15
2024-02-25,12.5,83.5,12.5,83.5,12.3833,83.45,5907082,17,0.3,1968.4,15
2024-03-06,12.5,83.5,12.5,83.5,12.5833,83.4833,5907082,18,0.1,1964.3,15
2024-03-16,13.0,83.0,13.0,83.0,12.9333,82.9667,5907082,19,0.2,1955.9,15
2024-03-26,13.25,82.25,13.25,82.25,13.2,82.3,5907082,20,0.3,1984.1,15
2024-04-05,13.25,81.5,13.25,81.5,13.2,81.6,5907082,21,0.3,1942.3,15
2024-04-15,13.5,81.5,13.5,81.5,13.45,81.3833,5907082,22,3.0,1964.4,15
2024-04-25,13.5,81.25,13.5,81.25,13.3833,81.35,5907082,23,0.2,1962.4,15
2024-05-05,13.25,81.75,13.25,81.75,13.15,81.7833,5907082,24,0.0,1959.8,15
2024-05-15,13.75,82.0,13.75,82.0,13.6833,82.0333,5907082,25,0.3,1989.9,15
2024-05-25,14.25,81.75,14.25,81.75,14.15,81.65,5907082,26,0.3,1981.3,15
2024-06-04,14.25,81.0,14.25,81.0,14.3,81.0333,5907082,27,0.2,2005.7,15
2024-06-14,14.5,80.75,14.5,80.75,14.5167,80.7,5907082,28,0.2,1961.0,15
2024-06-24,14.75,80.75,14.75,80.75,14.85,80.6333,5907082,29,0.0,1967.4,15
2024-07-04,15.25,81.0,15.25,81.0,15.3333,81.0167,5907082,30,0.2,1738.7,15
2024-07-14,15.25,81.25,15.25,81.25,15.35,81.3167,5907082,31,0.0,1986.5,15
2024-07-24,15.25,81.75,15.25,81.75,15.2333,81.7333,5907082,32,0.1,1966.9,15
2024-08-03,15.0,81.75,15.0,81.75,15.0833,81.7333,5907082,33,0.1,1962.8,15
2024-08-13,15.25,81.5,15.25,81.5,15.3,81.55,5907082,34,0.3,1942.1,15
2024-08-23,15.5,81.5,15.5,81.5,15.4,81.4167,5907082,35,0.1,1943.8,15
2024-09-02,14.75,81.75,14.75,81.75,14.7333,81.6333,5907082,36,0.1,1985.4,15
2024-09-12,13.75,82.0,13.75,82.0,13.7833,82.0167,5907082,37,0.2,2007.3,15
2024-09-22,14.0,82.75,14.0,82.75,13.95,82.7833,5907082,38,0.1,1988.0,15
2024-10-02,14.0,83.5,14.0,83.5,14.0833,83.5,5907082,39,0.2,1965.8,15
2024-10-12,14.25,83.5,14.25,83.5,14.2,83.4167,5907082,40,0.2,2007.5,15
2024-10-22,14.0,83.0,14.0,83.0,14.0833,82.9,5907082,41,0.2,1991.7,15
2024-11-01,13.75,82.5,13.75,82.5,13.75,82.4667,5907082,42,0.3,1992.1,15
2024-11-11,12.75,82.25,12.75,82.25,12.7,82.2,5907082,43,8.9,1960.8,13
2024-11-21,11.5,82.25,11.5,82.25,11.5,82.3667,5907082,44,0.2,1962.1,15
2024-12-01,12.5,83.0,12.5,83.0,12.5,83.05,5907082,45,0.1,1963.7,15
2024-12-11,13.5,82.75,13.5,82.75,13.5833,82.8,5907082,46,0.2,1965.9,15
2024-12-21,14.0,82.25,14.0,82.25,13.9,82.2833,5907082,47,0.0,1981.2,15
2024-12-31,14.0,82.0,14.0,82.0,14.0667,81.9167,5907082,48,0.2,1960.6,15
2024-01-07,13.5,85.75,13.5,85.75,13.5167,85.7167,5907083,12,0.2,1956.5,15
2024-01-17,13.25,85.0,13.25,85.0,13.35,85.0667,5907083,13,0.2,1955.0,15
2024-01-27,13.25,84.5,13.25,84.5,13.3667,84.5167,5907083,14,0.1,1987.4,15
2024-02-06,13.5,84.25,13.5,84.25,13.4833,84.2167,5907083,15,0.2,1981.0,15
2024-02-16,13.5,84.0,13.5,84.0,13.5667,84.0833,5907083,16,0.2,1961.3,15
2024-02-26,13.75,84.0,13.75,84.0,13.7667,84.0667,5907083,17,0.3,1945.9,15
2024-03-07,14.0,84.0,14.0,84.0,13.9833,84.0833,5907083,18,0.3,2007.7,15
2024-03-17,14.0,84.0,14.0,84.0,14.0167,84.1,5907083,19,0.3,1964.1,15
2024-03-27,14.0,84.25,14.0,84.25,13.8833,84.1667,5907083,20,0.2,1992.8,15
2024-04-06,13.75,84.25,13.75,84.25,13.8,84.2,5907083,21,0.2,1982.2,15
2024-04-16,14.0,84.0,14.0,84.0,14.05,83.9833,5907083,22,0.3,1961.1,15
2024-04-26,14.5,83.75,14.5,83.75,14.3833,83.7667,5907083,23,0.3,1962.9,15
2024-05-06,14.25,83.75,14.25,83.75,14.1667,83.8667,5907083,24,0.2,1940.8,15
2024-05-16,14.0,84.0,14.0,84.0,13.9833,84.1,5907083,25,0.4,1956.5,15
2024-05-26,14.25,84.25,14.25,84.25,14.2333,84.35,5907083,26,0.0,1967.4,15
2024-06-05,14.5,84.5,14.5,84.5,14.5333,84.4833,5907083,27,0.2,1983.6,15
2024-06-15,14.75,84.5,14.75,84.5,14.75,84.4833,5907083,28,0.3,1956.4,15
2024-06-25,15.0,84.25,15.0,84.25,15.0667,84.35,5907083,29,0.1,2006.0,15
2024-07-05,15.25,84.5,15.25,84.5,15.2833,84.3833,5907083,30,0.3,2008.2,15
2024-07-15,15.0,84.5,15.0,84.5,15.0667,84.4833,5907083,31,0.1,1966.7,15
2024-07-25,14.75,84.75,14.75,84.75,14.8333,84.65,5907083,32,0.3,1955.6,15
2024-08-04,14.75,84.75,14.75,84.75,14.6667,84.7167,5907083,33,0.3,1989.8,15
2024-08-14,14.5,84.75,14.5,84.75,14.3833,84.7333,5907083,34,0.3,1938.6,15
2024-08-24,14.25,84.75,14.25,84.75,14.2,84.75,5907083,35,0.3,1957.6,15
2024-09-03,13.75,85.0,13.75,85.0,13.85,84.9333,5907083,36,0.2,1985.6,15
2024-09-13,13.25,85.25,13.25,85.25,13.25,85.1833,5907083,37,0.3,1983.0,15
2024-09-23,12.75,85.25,12.75,85.25,12.7833,85.35,5907083,38,0.4,1965.1,15
2024-10-03,12.75,85.5,12.75,85.5,12.8167,85.3833,5907083,39,0.3,1984.8,15
2024-10-13,13.0,85.5,13.0,85.5,12.9833,85.4833,5907083,40,9.3,1981.1,13
2024-10-23,13.25,85.75,13.25,85.75,13.3333,85.7167,5907083,41,0.3,1962.0,15
2024-11-02,13.5,86.0,13.5,86.0,13.6167,85.9333,5907083,42,0.4,1964.7,15
2024-11-12,13.25,86.25,13.25,86.25,13.3333,86.1667,5907083,43,0.2,1992.5,15
2024-11-22,12.75,86.5,12.75,86.5,12.7167,86.4167,5907083,44,0.4,1958.1,15
2024-12-02,12.75,86.5,12.75,86.5,12.8167,86.4167,5907083,45,0.3,1979.6,15
2024-12-12,13.0,86.25,13.0,86.25,13.0167,86.3667,5907083,46,0.3,2006.5,15
2024-12-22,13.0,86.75,13.0,86.75,13.0667,86.8167,5907083,47,0.3,1939.4,15
2024-08-09,5.25,88.5,5.25,88.5,5.3556,88.5007,5907086,12,3.4,2036.4,15
2024-08-19,5.75,88.75,5.75,88.75,5.7033,88.6927,5907086,13,3.1,2039.5,15
2024-08-29,5.25,88.5,5.25,88.5,5.2739,88.6099,5907086,14,3.0,1997.5,15
2024-09-27,5.0,89.0,5.0,89.0,5.0821,88.9105,5907086,17,3.0,1962.6,15
2024-10-07,5.0,89.0,5.0,89.0,5.0079,89.0486,5907086,18,3.0,2000.3,15
2024-10-27,5.0,89.0,5.0,89.0,5.006,89.1206,5907086,20,3.1,2016.4,15
2024-11-06,5.5,89.0,5.5,89.0,5.3796,88.9761,5907086,21,3.0,1985.7,15
2024-11-15,5.25,88.75,5.25,88.75,5.3593,88.6721,5907086,22,3.3,2015.7,15
2024-12-25,5.0,88.25,5.0,88.25,5.0266,88.2196,5907086,26,3.3,2011.8,15
2024-01-01,8.5,89.75,8.5,89.75,8.6167,89.65,6990608,25,0.1,1961.8,15
2024-01-11,8.25,89.25,8.25,89.25,8.25,89.2667,6990608,26,0.1,2008.6,15
2024-01-21,7.75,88.75,7.75,88.75,7.7833,88.7833,6990608,27,0.4,1987.6,15
2024-01-31,7.5,88.25,7.5,88.25,7.4,88.3667,6990608,28,2.8,1940.5,15
2024-02-10,7.25,88.0,7.25,88.0,7.15,87.9833,6990608,29,0.2,1986.4,15
2024-02-20,7.25,87.5,7.25,87.5,7.1833,87.4,6990608,30,0.4,2013.1,15
2024-03-01,7.25,86.75,7.25,86.75,7.3333,86.7167,6990608,31,0.3,1987.3,15
2024-03-11,7.25,86.25,7.25,86.25,7.3,86.1333,6990608,32,0.1,1981.8,15
2024-03-21,7.25,86.0,7.25,86.0,7.1333,85.8833,6990608,33,0.0,1967.5,15
2024-03-31,7.0,85.75,7.0,85.75,7.0333,85.8667,6990608,34,3.1,1958.3,15
2024-04-10,7.25,85.75,7.25,85.75,7.2167,85.6833,6990608,35,0.3,1985.4,15
2024-04-20,7.0,85.75,7.0,85.75,7.0833,85.6667,6990608,36,0.1,1985.0,15
2024-04-30,7.0,86.0,7.0,86.0,6.9167,85.9167,6990608,37,0.0,1956.6,15
2024-05-10,7.25,86.5,7.25,86.5,7.15,86.4,6990608,38,0.2,1969.7,15
2024-05-20,7.5,87.0,7.5,87.0,7.5333,86.8833,6990608,39,0.2,2014.2,15
2024-05-30,7.75,87.25,7.75,87.25,7.7304,87.3513,6990608,40,0.1,1982.9,15
2024-06-09,7.0,87.5,7.0,87.5,7.0667,87.4833,6990608,41,0.0,2004.6,15
2024-06-19,6.75,87.0,6.75,87.0,6.6667,86.95,6990608,42,0.0,1959.4,15
2024-06-29,6.75,86.75,6.75,86.75,6.8,86.6667,6990608,43,0.4,1968.5,15
2024-07-09,6.75,86.5,6.75,86.5,6.85,86.55,6990608,44,0.0,2009.4,15
2024-07-19,7.0,86.5,7.0,86.5,6.9333,86.5,6990608,45,0.0,2009.5,15
